"id","annual_earnings","education","age","religion","sex","residence"
608,303416,6,40,"Muslim","Male","Rural"
609,9992,0,47,"Hindu","Male","Rural"
610,9962,0,42,"Hindu","Female","Rural"
611,8914,7,35,"Hindu","Female","Rural"
612,23172,9,27,"Hindu","Male","Rural"
613,5605,3,29,"Hindu","Male","Rural"
614,13761,1,54,"Hindu","Male","Rural"
615,16944,7,37,"Hindu","Male","Rural"
616,22011,9,52,"Hindu","Male","Urban"
617,4012,1,18,"Hindu","Female","Rural"
618,22364,0,41,"Hindu","Male","Rural"
619,20611,0,34,"Hindu","Male","Urban"
620,91858,6,46,"Hindu","Male","Rural"
621,14667,0,30,"Muslim","Female","Urban"
622,5643,3,18,"Muslim","Male","Rural"
623,7584,15,53,"Hindu","Female","Urban"
624,10339,6,41,"Christian","Male","Rural"
625,29942,4,37,"Hindu","Female","Urban"
626,9828,0,36,"Hindu","Male","Rural"
627,33459,0,45,"Hindu","Male","Rural"
628,27605,0,45,"Christian","Male","Rural"
629,27768,6,44,"Hindu","Male","Rural"
630,9508,6,49,"Hindu","Female","Rural"
631,6519,2,29,"Muslim","Male","Urban"
632,10122,4,29,"Hindu","Male","Urban"
633,6687,1,31,"Hindu","Female","Rural"
634,72217,10,36,"Hindu","Male","Rural"
635,13509,8,18,"Hindu","Male","Rural"
636,732,0,39,"Hindu","Male","Rural"
637,5536,4,62,"Hindu","Female","Rural"
638,14569,3,28,"Hindu","Male","Urban"
639,12684,0,45,"Hindu","Male","Rural"
640,12381,5,34,"Hindu","Male","Rural"
641,13225,7,55,"Hindu","Male","Rural"
642,17851,10,36,"Hindu","Male","Rural"
643,19846,8,36,"Hindu","Female","Rural"
644,185132,5,61,"Hindu","Male","Rural"
645,897,13,49,"Hindu","Female","Rural"
646,16638,0,27,"Hindu","Male","Urban"
647,99428,15,36,"Hindu","Male","Rural"
648,45557,7,37,"Hindu","Male","Rural"
649,38792,10,24,"Muslim","Male","Rural"
650,3933,0,42,"Hindu","Male","Rural"
651,29483,0,36,"Hindu","Male","Rural"
652,1594,0,39,"Hindu","Female","Rural"
653,7588,5,65,"Hindu","Male","Urban"
654,30989,10,30,"Hindu","Male","Rural"
655,1892,0,49,"Muslim","Female","Rural"
656,23956,0,40,"Hindu","Female","Urban"
657,46192,10,37,"Hindu","Male","Rural"
658,10778,6,40,"Muslim","Female","Rural"
659,133830,15,51,"Christian","Male","Rural"
660,7211,13,34,"Hindu","Female","Rural"
661,24730,8,42,"Hindu","Male","Rural"
662,56826,4,49,"Hindu","Male","Urban"
663,32859,8,59,"Hindu","Male","Rural"
664,22191,14,32,"Hindu","Male","Rural"
665,2451,0,38,"Hindu","Female","Rural"
666,23296,2,51,"Hindu","Male","Rural"
667,145738,9,34,"Hindu","Male","Rural"
668,4206,0,53,"Hindu","Female","Rural"
669,12497,2,29,"Hindu","Male","Rural"
670,29822,0,30,"Hindu","Male","Rural"
671,3141,2,26,"Muslim","Female","Rural"
672,43805,6,51,"Hindu","Female","Rural"
673,21401,5,18,"Hindu","Male","Rural"
674,19643,12,59,"Hindu","Male","Rural"
675,11702,4,25,"Muslim","Female","Rural"
676,7785,9,46,"Hindu","Male","Rural"
677,915,6,42,"Hindu","Female","Rural"
678,12874,10,38,"Hindu","Male","Rural"
679,28199,15,18,"Buddhist","Male","Rural"
680,31559,2,32,"Hindu","Female","Rural"
681,20094,5,47,"Muslim","Female","Urban"
682,11028,3,36,"Hindu","Female","Rural"
683,14674,10,27,"Hindu","Female","Urban"
684,61314,0,32,"Muslim","Male","Urban"
685,55068,3,59,"Hindu","Male","Urban"
686,97716,14,25,"Hindu","Male","Urban"
687,14509,0,36,"Hindu","Male","Rural"
688,37634,0,39,"Hindu","Male","Rural"
689,18735,0,44,"Hindu","Female","Rural"
690,23922,7,19,"Hindu","Male","Rural"
691,164804,11,38,"Hindu","Male","Urban"
692,2858,0,61,"Hindu","Male","Rural"
693,12414,0,21,"Muslim","Male","Rural"
694,83984,9,38,"Hindu","Female","Urban"
695,21117,13,40,"Hindu","Male","Rural"
696,8728,6,47,"Muslim","Female","Rural"
697,13861,7,43,"Hindu","Male","Rural"
698,91562,5,28,"Hindu","Male","Urban"
699,19262,6,52,"Hindu","Male","Rural"
700,266808,11,33,"Hindu","Female","Urban"
701,31178,4,56,"Muslim","Male","Rural"
702,255493,6,43,"Hindu","Male","Urban"
703,4945,3,40,"Hindu","Male","Urban"
704,61278,13,52,"Hindu","Female","Rural"
705,11493,0,31,"Hindu","Male","Rural"
706,7580,0,59,"Hindu","Female","Rural"
707,29148,10,47,"Hindu","Male","Urban"
708,111989,0,46,"Christian","Male","Urban"
709,5296,0,33,"Hindu","Male","Rural"
710,92301,5,31,"Hindu","Male","Rural"
711,6566,0,36,"Hindu","Male","Rural"
712,7022,0,62,"Hindu","Female","Rural"
713,754,3,27,"Hindu","Male","Rural"
714,1224,0,41,"Hindu","Male","Rural"
715,8722,0,56,"Hindu","Male","Urban"
716,1675,1,35,"Hindu","Female","Rural"
717,4823,1,44,"Hindu","Male","Urban"
718,18587,7,41,"Hindu","Male","Rural"
719,44567,6,62,"Hindu","Male","Urban"
720,17194,8,18,"Hindu","Male","Rural"
721,5868,0,29,"Hindu","Female","Rural"
722,44444,6,32,"Hindu","Male","Rural"
723,18439,12,54,"Hindu","Female","Urban"
724,7279,10,29,"Hindu","Female","Rural"
725,18034,1,31,"Hindu","Male","Urban"
726,7321,1,40,"Hindu","Male","Rural"
727,183598,7,31,"Hindu","Male","Rural"
728,90779,15,45,"Hindu","Male","Urban"
729,42850,6,29,"Hindu","Female","Rural"
730,16235,6,20,"Hindu","Male","Rural"
731,5469,0,23,"Hindu","Male","Rural"
732,34955,12,31,"Hindu","Male","Urban"
733,34222,2,29,"Tribal","Male","Rural"
734,11041,10,41,"Hindu","Female","Urban"
735,3447,6,18,"Hindu","Male","Rural"
736,19671,9,51,"Hindu","Female","Rural"
737,2230,5,43,"Hindu","Female","Rural"
738,12147,15,30,"Hindu","Female","Rural"
739,13067,2,45,"Hindu","Male","Rural"
740,296674,11,40,"Hindu","Male","Urban"
741,64506,15,34,"Hindu","Male","Urban"
742,36673,5,18,"Hindu","Male","Rural"
743,34088,1,22,"Hindu","Male","Rural"
744,1627,6,39,"Hindu","Male","Rural"
745,8291,6,58,"Hindu","Female","Rural"
746,27654,8,31,"Muslim","Male","Rural"
747,16411,0,23,"Muslim","Male","Urban"
748,21601,4,34,"Hindu","Male","Rural"
749,17200,0,34,"Hindu","Male","Rural"
750,5854,5,47,"Hindu","Female","Urban"
751,4907,0,18,"Hindu","Male","Rural"
752,16137,10,28,"Hindu","Male","Rural"
753,464571,13,27,"Hindu","Male","Rural"
754,110763,0,41,"Sikh","Male","Urban"
755,87504,9,28,"Hindu","Male","Urban"
756,493349,14,64,"Hindu","Male","Urban"
757,47806,11,65,"Hindu","Female","Urban"
758,17105,10,42,"Hindu","Female","Rural"
759,3703,0,47,"Hindu","Female","Rural"
760,44742,0,38,"Hindu","Male","Rural"
761,7258,1,33,"Hindu","Male","Rural"
762,12043,1,48,"Hindu","Female","Rural"
763,52678,5,30,"Hindu","Female","Rural"
764,4046,7,18,"Hindu","Male","Rural"
765,29222,4,40,"Hindu","Male","Rural"
766,7183,3,33,"Christian","Female","Rural"
767,178917,8,22,"Hindu","Female","Urban"
768,50614,0,23,"Muslim","Male","Rural"
769,249022,6,49,"Hindu","Female","Urban"
770,13958,15,31,"Hindu","Male","Rural"
771,2549,0,18,"Hindu","Male","Rural"
772,74618,12,35,"Hindu","Male","Urban"
773,404914,2,56,"Hindu","Male","Urban"
774,23220,5,23,"Hindu","Male","Rural"
775,35868,7,43,"Christian","Male","Rural"
776,144791,6,34,"Hindu","Male","Rural"
777,22041,8,41,"Hindu","Male","Rural"
778,19339,7,50,"Hindu","Female","Rural"
779,9869,3,33,"Hindu","Male","Rural"
780,11963,6,43,"Hindu","Female","Urban"
781,12470,3,53,"Hindu","Female","Urban"
782,2606,0,38,"Hindu","Male","Rural"
783,8699,0,59,"Hindu","Male","Rural"
784,5262,15,39,"Hindu","Male","Rural"
785,13627,5,21,"Hindu","Female","Rural"
786,1557,1,26,"Muslim","Male","Rural"
787,1582,0,33,"Hindu","Male","Rural"
788,10956,0,38,"Hindu","Male","Rural"
789,7439,8,46,"Hindu","Female","Rural"
790,62972,8,53,"Sikh","Male","Urban"
791,62262,13,29,"Hindu","Male","Rural"
792,494092,7,51,"Hindu","Male","Urban"
793,18722,12,53,"Hindu","Male","Rural"
794,35162,0,45,"Hindu","Male","Rural"
795,5482,0,45,"Muslim","Male","Rural"
796,11350,5,18,"Hindu","Male","Rural"
797,3973,0,31,"Hindu","Female","Rural"
798,32840,4,58,"Hindu","Male","Rural"
799,16149,3,43,"Hindu","Male","Urban"
800,7598,0,35,"Buddhist","Male","Rural"
801,10998,5,42,"Muslim","Female","Rural"
802,6387,12,45,"Hindu","Female","Rural"
803,1459,0,30,"Hindu","Female","Rural"
804,145448,8,45,"Christian","Male","Rural"
805,6236,1,51,"Hindu","Male","Rural"
806,4806,7,43,"Hindu","Female","Rural"
807,821,0,34,"Muslim","Male","Rural"
808,153494,7,25,"Hindu","Male","Rural"
809,27939,0,30,"Hindu","Male","Rural"
810,2161,0,26,"Hindu","Female","Rural"
811,162253,15,51,"Hindu","Male","Urban"
812,5466,0,45,"Muslim","Male","Rural"
813,19966,0,18,"Hindu","Male","Urban"
814,1618,3,19,"Hindu","Female","Rural"
815,12884,4,35,"Christian","Female","Rural"
816,19400,0,18,"Hindu","Male","Rural"
817,43412,10,50,"Hindu","Female","Rural"
818,11469,4,43,"Hindu","Male","Urban"
819,200483,15,47,"Hindu","Male","Rural"
820,31599,9,48,"Hindu","Male","Rural"
821,150683,9,41,"Hindu","Male","Rural"
822,609956,9,62,"Hindu","Male","Urban"
823,23647,15,25,"Hindu","Female","Urban"
824,13596,12,51,"Hindu","Female","Urban"
825,65836,7,58,"Hindu","Male","Rural"
826,69012,15,34,"Sikh","Male","Rural"
827,130192,0,45,"Hindu","Female","Rural"
828,23955,0,23,"Muslim","Male","Urban"
829,21272,5,22,"Hindu","Male","Rural"
830,15629,6,23,"Muslim","Male","Rural"
831,7432,5,18,"Muslim","Male","Rural"
832,58533,0,38,"Muslim","Male","Rural"
833,70903,8,29,"Hindu","Female","Rural"
834,8666,0,27,"Hindu","Male","Rural"
835,163292,11,26,"Hindu","Male","Rural"
836,114642,9,65,"Hindu","Male","Urban"
837,4844,2,48,"Hindu","Female","Rural"
838,5161,4,38,"Muslim","Male","Rural"
839,41746,0,60,"Hindu","Male","Rural"
840,3323,0,50,"Hindu","Male","Rural"
841,28578,0,51,"Hindu","Male","Rural"
842,165462,11,54,"Hindu","Male","Urban"
843,93529,14,26,"Muslim","Male","Urban"
844,51893,5,48,"Hindu","Male","Rural"
845,62351,2,55,"Hindu","Female","Urban"
846,76842,4,38,"Hindu","Male","Rural"
847,16331,0,32,"Muslim","Male","Urban"
848,30186,11,36,"Christian","Female","Urban"
849,143127,7,18,"Hindu","Male","Urban"
850,30361,4,21,"Hindu","Male","Rural"
851,4942,2,21,"Hindu","Male","Rural"
852,97306,15,34,"Hindu","Female","Urban"
853,50582,3,38,"Hindu","Male","Urban"
854,3839,0,55,"Hindu","Male","Rural"
855,7990,0,25,"Hindu","Female","Urban"
856,5741,0,18,"Hindu","Male","Rural"
857,79447,9,37,"Christian","Male","Rural"
858,8646,6,33,"Muslim","Male","Rural"
859,9655,0,37,"Hindu","Male","Urban"
860,10666,4,26,"Hindu","Female","Rural"
861,9503,2,51,"Hindu","Male","Rural"
862,41759,13,30,"Hindu","Male","Urban"
863,20234,11,46,"Hindu","Male","Rural"
864,9408,10,37,"Hindu","Female","Rural"
865,74927,13,51,"Hindu","Male","Rural"
866,3614,3,30,"Hindu","Female","Rural"
867,19838,14,50,"Hindu","Female","Urban"
868,20740,0,27,"Hindu","Male","Rural"
869,26218,15,30,"Hindu","Male","Rural"
870,4109,3,41,"Hindu","Male","Rural"
871,40454,15,42,"Hindu","Female","Rural"
872,8511,2,25,"Hindu","Male","Rural"
873,128793,12,39,"Hindu","Male","Urban"
874,5837,13,47,"Hindu","Male","Rural"
875,25196,10,45,"Hindu","Female","Rural"
876,18477,0,35,"Hindu","Male","Rural"
877,6914,0,48,"Hindu","Female","Rural"
878,16259,6,18,"Hindu","Female","Rural"
879,51534,1,35,"Hindu","Male","Rural"
880,25013,3,19,"Hindu","Male","Urban"
881,3377,0,28,"Hindu","Female","Rural"
882,128729,9,65,"Hindu","Male","Rural"
883,23655,7,53,"Hindu","Male","Rural"
884,8697,14,21,"Hindu","Male","Rural"
885,68206,8,31,"Hindu","Male","Rural"
886,87732,7,46,"Hindu","Male","Rural"
887,31064,0,39,"Hindu","Male","Rural"
888,7963,0,31,"Hindu","Male","Rural"
889,39935,3,42,"Hindu","Male","Rural"
890,6538,3,47,"Muslim","Male","Rural"
891,27183,1,45,"Hindu","Male","Rural"
892,3072,3,18,"Hindu","Female","Rural"
893,3694,4,41,"Hindu","Male","Rural"
894,139562,13,65,"Hindu","Female","Rural"
895,16632,0,42,"Hindu","Male","Rural"
896,823,4,29,"Hindu","Female","Rural"
897,19260,0,27,"Hindu","Male","Rural"
898,15036,15,18,"Hindu","Female","Rural"
899,67120,11,36,"Hindu","Male","Urban"
900,9366,10,45,"Hindu","Male","Rural"
901,30929,3,34,"Sikh","Female","Rural"
902,8328,1,20,"Hindu","Female","Rural"
903,49688,15,25,"Hindu","Male","Rural"
904,35792,15,47,"Hindu","Male","Rural"
905,21199,0,38,"Hindu","Male","Rural"
906,17834,9,39,"Muslim","Male","Rural"
907,21368,11,34,"Hindu","Male","Rural"
908,9859,2,40,"Hindu","Male","Rural"
909,61420,0,38,"Hindu","Female","Rural"
910,10463,0,45,"Hindu","Male","Rural"
911,74505,15,34,"Hindu","Male","Urban"
912,5483,0,31,"Hindu","Female","Rural"
913,3272,2,22,"Hindu","Male","Rural"
914,34783,11,43,"Hindu","Female","Rural"
915,18410,5,43,"Hindu","Male","Rural"
916,34947,11,34,"Hindu","Female","Urban"
917,66490,8,44,"Hindu","Male","Rural"
918,10466,15,52,"Hindu","Male","Rural"
919,97217,3,39,"Hindu","Male","Rural"
920,39972,0,45,"Hindu","Male","Rural"
921,20126,3,57,"Hindu","Male","Urban"
922,5737,11,32,"Hindu","Female","Rural"
923,55107,5,26,"Hindu","Male","Urban"
924,10101,0,28,"Hindu","Female","Rural"
925,107296,5,38,"Hindu","Male","Urban"
926,2726,4,18,"Hindu","Female","Rural"
927,48441,3,46,"Hindu","Male","Rural"
928,97863,4,46,"Tribal","Female","Urban"
929,7365,3,47,"Muslim","Male","Rural"
930,3879,5,39,"Hindu","Female","Rural"
931,32010,12,42,"Hindu","Male","Urban"
932,9503,1,27,"Hindu","Male","Urban"
933,49437,14,25,"Hindu","Male","Rural"
934,181361,9,33,"Hindu","Male","Rural"
935,9632,11,28,"Hindu","Female","Rural"
936,6567,0,32,"Hindu","Male","Rural"
937,108691,15,18,"Hindu","Male","Urban"
938,27740,0,29,"Hindu","Male","Rural"
939,1045,2,31,"Muslim","Female","Rural"
940,4834,10,59,"Hindu","Female","Rural"
941,28001,0,41,"Muslim","Male","Rural"
942,32884,9,39,"Hindu","Male","Rural"
943,12524,8,39,"Hindu","Male","Rural"
944,3295,0,26,"Hindu","Male","Rural"
945,41154,10,45,"Hindu","Male","Urban"
946,85370,5,24,"Muslim","Male","Rural"
947,33602,7,45,"Hindu","Male","Rural"
948,8370,0,38,"Muslim","Male","Rural"
949,46678,6,33,"Hindu","Male","Rural"
950,13694,0,38,"Hindu","Male","Rural"
951,3459,2,29,"Hindu","Male","Rural"
952,10102,0,34,"Hindu","Male","Rural"
953,36520,0,34,"Hindu","Male","Rural"
954,8189,8,37,"Hindu","Male","Urban"
955,14043,8,37,"Hindu","Male","Rural"
956,1198,0,32,"Hindu","Female","Rural"
957,17173,5,38,"Hindu","Male","Rural"
958,2165,8,56,"Hindu","Female","Rural"
959,6737,6,26,"Hindu","Male","Rural"
960,17468,6,46,"Hindu","Female","Rural"
961,108817,15,34,"Hindu","Male","Urban"
962,120665,9,45,"Hindu","Female","Urban"
963,42294,10,26,"Muslim","Male","Rural"
964,55941,13,28,"Hindu","Male","Rural"
965,43962,15,53,"Hindu","Male","Rural"
966,1709,0,21,"Hindu","Male","Rural"
967,2162,0,19,"Hindu","Female","Rural"
968,6023,0,51,"Hindu","Female","Rural"
969,6097,5,56,"Hindu","Male","Rural"
970,26903,8,33,"Muslim","Male","Rural"
971,16666,7,33,"Hindu","Male","Rural"
972,1203,11,31,"Hindu","Female","Rural"
973,15940,8,39,"Hindu","Male","Rural"
974,50056,13,48,"Hindu","Male","Rural"
975,20510,11,45,"Hindu","Female","Rural"
976,7626,4,56,"Buddhist","Male","Rural"
977,112451,9,33,"Muslim","Female","Rural"
978,21444,15,40,"Hindu","Male","Rural"
979,64459,8,38,"Sikh","Male","Rural"
980,32195,7,27,"Hindu","Female","Rural"
981,2142,0,54,"Hindu","Male","Urban"
982,20727,5,53,"Hindu","Male","Rural"
983,18912,8,31,"Muslim","Male","Rural"
984,64429,2,32,"Muslim","Male","Rural"
985,56673,4,43,"Hindu","Male","Rural"
986,4294,0,41,"Hindu","Male","Rural"
987,15340,13,35,"Hindu","Female","Urban"
988,6133,0,37,"Hindu","Male","Rural"
989,56930,0,48,"Muslim","Female","Rural"
990,35578,1,43,"Hindu","Male","Rural"
991,15533,3,31,"Hindu","Male","Urban"
992,131633,8,37,"Tribal","Male","Rural"
993,5753,0,39,"Hindu","Male","Rural"
994,27735,6,39,"Hindu","Male","Urban"
995,18969,9,41,"Hindu","Female","Urban"
996,25723,7,39,"Hindu","Male","Urban"
997,80443,6,47,"Hindu","Male","Rural"
998,110829,12,59,"Hindu","Male","Urban"
999,9038,9,28,"Hindu","Female","Rural"
1000,53902,9,27,"Muslim","Male","Urban"
1001,147629,7,39,"Hindu","Male","Rural"
1002,8565,5,44,"Hindu","Male","Rural"
1003,48722,0,41,"Hindu","Male","Rural"
1004,74127,5,49,"Hindu","Male","Rural"
1005,69740,9,63,"Hindu","Female","Urban"
1006,10577,15,30,"Hindu","Male","Rural"
1007,68186,1,36,"Hindu","Male","Urban"
1008,4518,6,31,"Hindu","Female","Rural"
1009,14617,6,35,"Hindu","Male","Rural"
1010,12272,0,54,"Hindu","Male","Rural"
1011,22960,5,49,"Hindu","Male","Rural"
1012,9531,0,33,"Hindu","Female","Urban"
1013,169080,11,39,"Hindu","Male","Urban"
1014,62294,11,31,"Hindu","Male","Urban"
1015,214097,11,44,"Hindu","Male","Urban"
1016,12549,6,48,"Muslim","Male","Rural"
1017,45108,11,35,"Muslim","Female","Rural"
1018,13469,4,18,"Hindu","Male","Rural"
1019,73517,6,35,"Muslim","Male","Rural"
1020,16279,15,22,"Hindu","Female","Urban"
1021,3329,4,35,"Hindu","Female","Rural"
1022,11594,0,35,"Hindu","Male","Rural"
1023,4483,0,32,"Hindu","Male","Rural"
1024,13785,2,42,"Hindu","Male","Rural"
1025,5768,0,36,"Hindu","Male","Rural"
1026,177851,15,32,"Christian","Male","Urban"
1027,21618,0,19,"Hindu","Male","Rural"
1028,16801,0,28,"Hindu","Male","Rural"
1029,6592,0,39,"Hindu","Male","Rural"
1030,3900,0,58,"Hindu","Female","Rural"
1031,11790,0,48,"Hindu","Male","Rural"
1032,47797,1,43,"Hindu","Male","Urban"
1033,19857,0,26,"Hindu","Male","Rural"
1034,44997,3,35,"Hindu","Male","Rural"
1035,30584,9,50,"Hindu","Male","Rural"
1036,10104,1,36,"Hindu","Male","Rural"
1037,92718,15,33,"Hindu","Male","Urban"
1038,36177,0,28,"Sikh","Female","Rural"
1039,5551,1,43,"Hindu","Male","Rural"
1040,55246,6,30,"Hindu","Male","Urban"
1041,2600,0,60,"Hindu","Male","Rural"
1042,6733,10,25,"Hindu","Female","Rural"
1043,119969,8,47,"Hindu","Female","Urban"
1044,71887,0,28,"Hindu","Male","Urban"
1045,39862,2,36,"Sikh","Male","Rural"
1046,130693,14,29,"Hindu","Male","Rural"
1047,3734,0,18,"Hindu","Male","Rural"
1048,37557,1,60,"Hindu","Female","Urban"
1049,2503,8,44,"Christian","Female","Rural"
1050,56230,7,35,"Hindu","Male","Rural"
1051,3771,9,36,"Hindu","Female","Rural"
1052,6683,0,65,"Muslim","Male","Rural"
1053,16369,0,59,"Hindu","Male","Rural"
1054,76063,13,20,"Hindu","Male","Rural"
1055,35027,9,43,"Muslim","Female","Rural"
1056,35330,7,55,"Hindu","Male","Rural"
1057,90849,11,45,"Hindu","Male","Urban"
1058,50109,8,43,"Hindu","Male","Rural"
1059,149918,0,32,"Hindu","Male","Urban"
1060,14512,10,46,"Hindu","Female","Rural"
1061,3253,0,25,"Hindu","Male","Rural"
1062,18134,6,25,"Hindu","Male","Rural"
1063,13718,1,38,"Hindu","Female","Rural"
1064,19231,6,65,"Hindu","Male","Rural"
1065,47738,3,18,"Hindu","Male","Rural"
1066,64084,0,27,"Hindu","Male","Rural"
1067,41654,0,35,"Hindu","Male","Rural"
1068,40622,7,52,"Hindu","Female","Urban"
1069,5965,14,50,"Hindu","Male","Rural"
1070,2662,0,44,"Hindu","Female","Rural"
1071,13582,1,56,"Hindu","Female","Rural"
1072,210545,7,50,"Hindu","Male","Urban"
1073,11346,15,47,"Hindu","Male","Rural"
1074,9727,2,36,"Hindu","Female","Rural"
1075,15276,11,44,"Muslim","Male","Rural"
1076,25918,14,18,"Muslim","Male","Rural"
1077,27977,0,35,"Hindu","Male","Rural"
1078,378425,9,18,"Hindu","Male","Urban"
1079,123020,14,37,"Muslim","Male","Rural"
1080,23994,7,65,"Christian","Male","Rural"
1081,4244,7,39,"Hindu","Female","Rural"
1082,5670,8,19,"Hindu","Male","Urban"
1083,3945,1,51,"Hindu","Male","Rural"
1084,45208,5,46,"Hindu","Male","Rural"
1085,249469,14,26,"Muslim","Male","Urban"
1086,55781,0,38,"Hindu","Male","Rural"
1087,86942,8,18,"Hindu","Male","Rural"
1088,1555,0,30,"Hindu","Male","Rural"
1089,10221,2,42,"Hindu","Male","Rural"
1090,26199,10,31,"Hindu","Male","Rural"
1091,9678,1,38,"Hindu","Female","Rural"
1092,17547,9,33,"Christian","Male","Urban"
1093,19011,8,31,"Hindu","Male","Urban"
1094,63967,7,40,"Hindu","Male","Rural"
1095,2329,0,35,"Hindu","Male","Rural"
1096,3789,3,39,"Hindu","Male","Rural"
1097,52845,4,39,"Hindu","Male","Urban"
1098,5873,0,24,"Hindu","Female","Rural"
1099,86132,9,44,"Muslim","Male","Urban"
1100,13689,8,48,"Hindu","Male","Rural"
1101,9695,3,30,"Buddhist","Male","Rural"
1102,62464,12,37,"Hindu","Male","Rural"
1103,57985,5,38,"Hindu","Male","Rural"
1104,15978,1,50,"Hindu","Female","Rural"
1105,21827,1,28,"Hindu","Male","Rural"
1106,304797,11,35,"Hindu","Male","Urban"
1107,34358,1,24,"Hindu","Female","Rural"
1108,1352,6,18,"Hindu","Female","Rural"
1109,19449,3,32,"Hindu","Male","Urban"
1110,89394,7,40,"Muslim","Male","Rural"
1111,85015,7,38,"Hindu","Male","Rural"
1112,51932,0,46,"Hindu","Male","Rural"
1113,38630,3,47,"Muslim","Male","Rural"
1114,1047,0,42,"Hindu","Female","Rural"
1115,4545,9,48,"Muslim","Male","Urban"
1116,8338,7,54,"Hindu","Male","Rural"
1117,26327,5,29,"Hindu","Female","Rural"
1118,88080,0,59,"Hindu","Male","Rural"
1119,16408,0,29,"Hindu","Male","Rural"
1120,22807,0,36,"Hindu","Male","Rural"
1121,41765,2,32,"Hindu","Male","Urban"
1122,39074,5,45,"Hindu","Male","Rural"
1123,35026,5,34,"Hindu","Male","Rural"
1124,29837,6,32,"Muslim","Male","Rural"
1125,16046,4,44,"Christian","Male","Urban"
1126,19010,0,54,"Hindu","Male","Rural"
1127,32171,5,37,"Hindu","Male","Rural"
1128,190946,9,40,"Muslim","Male","Urban"
1129,189692,15,31,"Hindu","Male","Urban"
1130,18279,11,40,"Hindu","Male","Rural"
1131,38000,0,45,"Muslim","Male","Rural"
1132,2173,8,37,"Hindu","Male","Rural"
1133,270998,15,57,"Hindu","Male","Urban"
1134,122226,15,61,"Hindu","Male","Urban"
1135,16776,0,49,"Hindu","Female","Rural"
1136,20433,7,48,"Hindu","Male","Rural"
1137,100053,12,47,"Hindu","Male","Urban"
1138,4817,0,22,"Hindu","Female","Rural"
1139,2306,0,36,"Hindu","Female","Rural"
1140,22779,7,18,"Hindu","Male","Rural"
1141,4113,0,27,"Hindu","Male","Rural"
1142,9636,0,50,"Hindu","Male","Rural"
1143,177173,2,52,"Hindu","Male","Rural"
1144,40215,7,22,"Hindu","Male","Rural"
1145,1024,0,34,"Hindu","Female","Rural"
1146,26321,9,28,"Hindu","Male","Rural"
1147,3219,0,30,"Hindu","Female","Rural"
1148,37293,6,44,"Hindu","Male","Rural"
1149,39988,6,33,"Muslim","Female","Rural"
1150,97190,6,54,"Muslim","Male","Urban"
1151,28004,0,49,"Muslim","Female","Rural"
1152,18697,0,62,"Hindu","Female","Rural"
1153,63534,13,47,"Hindu","Male","Rural"
1154,1409,1,35,"Hindu","Female","Rural"
